input,output,choices,dataset_name,id
"a producer is a source of energy for

Pick the right answer from the list:
- shoes
- poetry
- external food eaters
- rubber",external food eaters,shoes|||poetry|||external food eaters|||rubber,openbookqa,3873.0
"Watching this last night it amazed me that Fox spent so much money on it and got so little back on their investment. It's the kind of disaster that has to be seen to be believed.<br /><br />I'm sure that the first morning of filming Raquel Welch dusted off the shelf over her fireplace to prepare a spot for the Academy Award she would surely win for this daringly original movie. Oops. That's not what happened.<br /><br />The infighting on the set was detailed in print by Rex Reed and this helped the movie attain a reputation before it was even released. When it was finally released there wasn't the usual three ring circus of publicity. If I remember correctly, in Houston it opened at drive-ins and neighborhood theatres and never played any of the big venues.<br /><br />I lay most of the blame on director Michael Sarne, who was hot after having directed (the not all that good) JOANNA, a film with music about young people in swinging mod London.<br /><br />If I recall correctly, Fox wound up firing him and piecing the film together the best they could. That's why scenes play out in no particular sequence and characters appear and then vanish. An impressive supporting cast (Kathleen Freeman, Jim Backus, John Carradine, Andy Devine and others) is wasted with nothing to do.<br /><br />To expand it to feature length there are numerous clips from Fox movies featuring stars like Carmen Miranda (in amazing footage from THE GANG'S ALL HERE) andLaurel and Hardy, who never dreamed they'd be playing in an X rated movie.<br /><br />The X rating is due to occasional language numerous sexual perversions; however, none of the characters seem to be having any fun. Maybe somebody involved with the film had a warped Puritan sensibility and figured that if they could make these things unappealing it wasn't bad to exploit them.<br /><br />This was one of the ""youth"" pictures that nearly bankrupted Hollywood in the 1970's. One writer joked that EASY RIDER (which was made for pocket change) was the most expensive movie ever made... This is definitely not a",positive review.,negative|||positive,imdb,8858.0
"iPhone SE -- The iPhone Special Edition (SE) is a smartphone designed and marketed by Apple Inc. as part of the iPhone series of devices. It was unveiled on March 21, 2016, at Apple's Cupertino headquarters, and was released on March 31, 2016. Despite chronologically succeeding the iPhone 6 family's launch, the iPhone SE serves as a successor of the iPhone 5S. It maintains the 4-inch screen size and largely identical design to the 5S, but includes selected hardware upgrades from the larger iPhone 6S model, including its updated processor, rear camera, and support for iOS 10 and iOS 11 software features, such as Apple Pay, always-on Siri activation, and Live Photos. It also features a new color in Rose Gold along with the standard Space Gray, Silver and Gold. The model was re-released with new improved options on March 24, 2017. 
Question: did the iphone se come out after the six
Answer:",Yes,No|||Yes,boolq,3951.0
"Given a research abstract: Patients with aggressive lower extremity musculoskeletal tumors may be candidates for either above-knee amputation or limb-salvage surgery. However, the subjective and objective benefits of limb-salvage surgery compared with amputation are not fully clear.QUESTIONS/, We therefore compared functional status and quality of life for patients treated with above-knee amputation versus limb-salvage surgery., We reviewed 20 of 51 patients aged 15 years and older treated with above-knee amputation or limb-salvage surgery for aggressive musculoskeletal tumors around the knee between 1994 and 2004 as a retrospective cohort study. At last followup we obtained the Physiological Cost Index, the Reintegration to Normal Living Index, SF-36, and the Toronto Extremity Salvage Score questionnaires. The minimum followup was 12 months (median, 56 months; range, 12-108 months)., Compared with patients having above-knee amputation, patients undergoing limb-salvage surgery had superior Physiological Cost Index scores and Reintegration to Normal Living Index. The Toronto Extremity Salvage scores and SF-36 scores were similar in the two groups.
And given long answer of a question: These data suggest that limb-salvage surgery offers better gait efficiency and return to normal living compared with above-knee amputation, but does not improve the patient's perception of quality of life..
 
What is the question asked by this research paper?",Does limb-salvage surgery offer patients better quality of life and functional capacity than amputation?,,pubmed_qa,586.0
"Give me a possible correct answer to the question ""what did john williams play?""",trumpet,,webquestions,3658.0
"Are the following two sentences ""equivalent"" or ""not equivalent""?
More than 400 people have been killed since August , including Afghan and foreign aid workers , U.S. and Afghan soldiers , officials and police , and many guerrillas .
They have included local and foreign aid workers , U.S. troops , Afghan soldiers , officials and police , as well as many guerrillas .",not equivalent,not equivalent|||equivalent,mrpc,650.0
"Read the following context and answer the question.
Context: U.S. President Donald Trump is sending a $4.4 trillion budget request to Congress that includes money for a southern border wall and building up the military, but is projected to increase the federal deficit by more than $1 trillion.
White House officials all but acknowledged the proposal unveiled Monday has little chance of becoming law — Congress alone controls federal government spending. But the White House insisted the budget proposal still sends an important message about Trump's priorities.
""This is a messaging document,"" White House budget director Mick Mulvaney told reporters at a briefing Monday.
The Trump budget calls for major cuts to domestic programs such as Medicare, Medicaid and food stamps. But the plan would still not balance the federal budget, in part because of reduced federal revenue due to tax cuts passed last year.
Democrats widely rejected the plan. House Minority Leader Nancy Pelosi called the proposal a ""brutal collection of broken promises and staggering cuts.""
The proposal's failure to eliminate debt is also likely to upset some Republicans, who have traditionally opposed budget deficits.
""It's simply adjusting to the Washington, D.C., we live in,"" Mulvaney said, stressing that the new budget plan would help ""turn the tide"" on national debt.
The White House proposal builds on the massive, two-year spending bill passed last week by Congress and signed by the president. That bill includes a major boost for the military, as well as domestic programs.
Mulvaney, a former lawmaker and long-time opponent of federal debt, has acknowledged he likely would not have supported the bill were he still in Congress.
But he said the new White House proposal does not mean that all of the money approved by Congress must be spent.
""These are spending caps, these are not spending floors,"" he said.
Under the two-year budget deal reached last week by Congress, the Pentagon will get a record-high $700 billion for 2018 — fulfilling a Trump campaign pledge.
""We took care of the military like it's never...
Question: When did President Trump call for cuts to domestic programs?
Answer:",When requesting wall funding,not enough information|||After he was elected|||When requesting wall funding|||Before he requested wall funding,quail,8325.0
"If female ferns can produce eggs inside the ovaries of flowers, then what can produce eggs inside ovaries of flowers?

Answer choices:
- peachleaf willow
 - Most plants
 - animals
 - female ferns
 - pollen
 - insects
 - honeybees
 - Plant reproduction",female ferns,peachleaf willow|||Most plants|||animals|||female ferns|||pollen|||insects|||honeybees|||Plant reproduction,qasc,6558.0
"Sentence 1: Previously held in the city of Auckland , the show moved to Christchurch at Hagley Park in 2008 .
Sentence 2: The show , which was previously held in the city of Christchurch , was moved to Auckland in 2008 at Hagley Park .
Question: Can we rewrite Sentence 1 to Sentence 2?",No,No|||Yes,paws,14835.0
"Review text:
Been here a handful of times throughout  the years.Last night was my most recent visit. I was in the mood for noodles something..we started off with the app of potstickers in an extremely spicy broth. Holy crap this is extremely spicy hence the name of the dish. \n\nI ordered a beef udon dish with veggies and udon.. it was okay.\nhusband had chicken parm. Shocker! prob wont be back for awhile spent $40 bux and had better at YC's Mongolian today : )

Review rating:",2 stars,1 star|||2 stars|||3 stars|||4 stars|||5 stars,yelp,18314.0
"Given this review: ""No Ads No Nonsense YES! Simple enough for anyone to pick up on and determine their own signal whether it's overlapped or perfectly in the clear with continuous internet. Thanks a bunch developers of this one and all the best in your tech plans going forward.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely,Not at all|||No|||Maybe|||Yes|||Definitely,app_reviews,46873.0
i feel as though im becoming jaded to the point of numbness. How will you feel about the message?,sadness,sadness|||joy|||love|||anger|||fear|||surprise,emotion,5691.0
"Process:

- A hurricane usually starts as an organized thunderstorm activity that stretches at least 100 miles across and maintains its identity for more than 24 hours
- Under the right conditions it can develop further and start to spin around a low-pressure center
- If it develops it&#x27;s classified as a &#x27;tropical cyclone&#x27; or &#x27;tropical depression&#x27;
- If the system strengthens and wind speeds rise past 39 mph, the system is dubbed a &#x27;tropical storm&#x27;
- If the pressure in the center drops even further and the winds really pick up and forms a clearly defined &#x27;eye&#x27; it&#x27;s a hurricane
- 

suppose the weather dies down happens, how will it affect MORE POWERFUL hurricanes.

Which of the following is the supposed perturbation?

- directly impacting a step of the process
- indirectly impacting a step of the process
- not impacting any step of the process",directly impacting a step of the process,indirectly impacting a step of the process|||not impacting any step of the process,wiqa,11002.0
"Pelangi Air (also known as Pelangi Airways) was a regional airline of Malaysia based at Kuala Lumpur Subang Airport. The airline covered secondary routes within Peninsular Malaysia and international flights to Sumatra in Indonesia Thailand and Singapore. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Company,Company|||Educational Institution|||Artist|||Athlete|||Office Holder|||Mean Of Transportation|||Building|||Natural Place|||Village|||Animal|||Plant|||Album|||Film|||Written Work,dbpedia,33329.0
"Sentence 1: Brush Valley Township was formed from Wheatfield Township in 1835 , and named for the valley of Brush Creek .
Sentence 2: Brush Valley Township was formed in 1835 from Wheatfield Township and named after the Brush Creek Valley .
Question: Can we rewrite Sentence 1 to Sentence 2? Yes or No?",Yes,No|||Yes,paws,26061.0
"Agenerator converts kinetic energy into electrical energy, and electricity A kWh is a unit of electricity. Given these facts, what is a unit that produces kWh among the following options:
- energy
 - homogenous
 - engines
 - kinetic energy
 - rays or beams
 - bamboo
 - a generator
 - positive",a generator,energy|||homogenous|||engines|||kinetic energy|||rays or beams|||bamboo|||a generator|||positive,qasc,4583.0
"Sentence 1: Miguel Ángel Virasoro ( born 1940 in Italy ) is an Argentinean physicist who has done most of his work in Argentina .
Sentence 2: Miguel Ángel Virasoro ( born Argentina in 1940 ) is an Argentine physicist who has done most of his work in Italy .
Question: Do Sentence 1 and Sentence 2 express the same meaning? Yes or No?",No,No|||Yes,paws,20896.0
"Question: what is the word for lung cancer?
I found the following answer on Google: Cancer is usually treated with chemotherapy , radiation therapy and surgery .
Is that a correct answer? Yes or no.",No,No|||Yes,wiki_qa,16883.0
"Please read the following news article and write another sentence to add to it.

By Gerri Peev PUBLISHED: 21:55 EST, 3 December 2013 | UPDATED: 06:25 EST, 4 December 2013 Senior Conservatives have warned they could lose the independence referendum in Scotland because its campaign chief Alistair Darling is ‘useless’ and ‘comatose’. Momentum is even building up behind getting Gordon Brown to return to frontline politics to lead the campaign. There are fears that the Better Together campaign has no ‘fire in its belly’ and could end up being outfoxed by Alex Salmond’s nationalists. Senior Conservatives have warned they could lose the independence referendum in Scotland because its campaign chief Alistair Darling is 'useless' and 'comatose'

- 
There are fears that the Better Together campaign has no ‘fire in its belly’

- 
Former Chancellor Darling is 'comatose most of the time', say Tory sources

- 
There are fears campaign could be outfoxed by Alex Salmond’s nationalists

- 
Momentum even building to get Gordon Brown to return to lead campaign","If you want any evidence as to why it is nonsense, you need only look at the work that Better Together - and Alistair Darling in particular - did last week to dismantle the nationalists’ white paper.","If you want any evidence as to why it is nonsense, you need only look at the work that Tory - and Alistair Darling in particular - did last week to dismantle the nationalists’ white paper.|||If you want any evidence as to why it is nonsense, you need only look at the work that Alex Salmond - and Alistair Darling in particular - did last week to dismantle the nationalists’ white paper.|||If you want any evidence as to why it is nonsense, you need only look at the work that Momentum - and Alistair Darling in particular - did last week to dismantle the nationalists’ white paper.|||If you want any evidence as to why it is nonsense, you need only look at the work that Alistair Darling - and Alistair Darling in particular - did last week to dismantle the nationalists’ white paper.|||If you want any evidence as to why it is nonsense, you need only look at the work that Gordon Brown - and Alistair Darling in particular - did last week to dismantle the nationalists’ white paper.|||If you want any evidence as to why it is nonsense, you need only look at the work that Gerri Peev - and Alistair Darling in particular - did last week to dismantle the nationalists’ white paper.|||If you want any evidence as to why it is nonsense, you need only look at the work that Scotland - and Alistair Darling in particular - did last week to dismantle the nationalists’ white paper.|||If you want any evidence as to why it is nonsense, you need only look at the work that Better Together - and Alistair Darling in particular - did last week to dismantle the nationalists’ white paper.|||If you want any evidence as to why it is nonsense, you need only look at the work that Darling - and Alistair Darling in particular - did last week to dismantle the nationalists’ white paper.",record,17589.0
"Given the question title, question content, and the answer, classify the question into one of these topics, Society & Culture, Science & Mathematics, Health, Education & Reference, Computers & Internet, Sports, Business & Finance, Entertainment & Music, Family & Relationships, Politics & Government:

Question Title: calculate the number of atoms of 0.015g CO2?

Question content:  

Answer: The person who has previously answered this question is very narrow-minded.  Yes, CO2 is a molecule, but it's made up of atoms!  \n\nHere's what you do to covert: \n\nFirst, find the molar mass of CO2.  You do that by adding up the molar mass of carbon and two times the molar mass of oxygen; both are read off of the periodic table. \n(carbon)+2*(oxygen)=(12.0 g/mol)+2*(16.0 g/mol)=44.0 g/mol  \n\nNext, convert the .015 g CO2 to moles using the figure calculated above:\n(.015 g CO2)*(1 mol/44.0 g)=.66 mol CO2\nNote how the g units will cancel each other out (g/g) to leave mol.\n\nNext, convert the moles of CO2 to moles of atoms.  Each molecule of CO2 has 3 atoms (1 atom C, 2 atoms O), so each mole of CO2 has 3 moles of atoms.  \n(.66 mol CO2)*(3 moles atoms/1 mol CO2)=2.0 moles atoms\n\nFinally, convert the moles of atoms to number of atoms using Avogadro's number, 6.022*10^23.  \n2.0 moles atoms*(6.022*10^23 units/mole)=1.2×10^24 atoms",Science & Mathematics,Society & Culture|||Science & Mathematics|||Health|||Education & Reference|||Computers & Internet|||Sports|||Business & Finance|||Entertainment & Music|||Family & Relationships|||Politics & Government,yahoo_answers_topics,41363.0
"From the concepts mentioned below, generate a sentence:
lake, environment, tree",mountain lake in an environment of trees,,common_gen,42635.0
"Read the following article and select the best answer.
Article: When the Farnsworth family moved to their new farm in 1919, eleven-year-old Philo was surprised to find it wired for electricity. This unusual circumstance contributed to his fate -- to become an important inventor of the twentieth century.
By thirteen, Farnsworth had become a self-taught electrical engineer. He was able to fix the farm's generator when none of the adults could. In 1922, he read an article about a new idea of John Baird, a Scottish scientist, who had been working with the cathode ray tube   for the transmission of electronic pictures and wanted to attempt it himself.
Farnsworth studied everything he could find on the subject. Although many older engineers with money backers were already developing television, Farnsworth made a bold decision -- he was going to perfect a working model of it before anybody else.
In college, Farnsworth continued his research with cathode ray and vacuum tubes, but the death of his father, the only money maker in the family, forced him to give up this research and find a job. His first job was for George Everson, with whom Farnsworth discussed his dream of television. While acknowledging the achievements of those who came before, Farnsworth thought that he could get closer. Everson agreed to risk $6,000 for the research.
Backers came in 1927 to see the first American television, one year after Baird's. They were astonished to see the image of a single white line resolve itself on the screen before them, and agreed that this new invention was worth putting money into.
In 1930, Farnsworth won a patent   for his all-electronic TV. By the time he died, he had earned over 300 American and foreign patents for electronic and mechanical devices.
Question: When Farnsworth was at a young age, he   _
- had to drop out of school to help on the family farm
- was sent to school to study electrical engineering
- wanted to be the first person to invent the television
- had shown a surprising ability in the electrical field",had shown a surprising ability in the electrical field,had to drop out of school to help on the family farm|||was sent to school to study electrical engineering|||wanted to be the first person to invent the television|||had shown a surprising ability in the electrical field,race,24997.0
"Here's a problem to solve: Runoff from nearby farms can deposit excess amounts of nutrients into bodies of water such as lakes. This abiotic process will most likely cause a decrease in which aspect of a lake?

Among the 4 following options, which is the correct answer?

- A: the depth of the water
 
- B: the oxygen levels for fish
 
- C: the amount of minerals in the water
 
- D: the accumulation of organic matter",the oxygen levels for fish,the depth of the water|||the oxygen levels for fish|||the amount of minerals in the water|||the accumulation of organic matter,arc,1066.0
"I saw amazing reviews on Yelp, so decided to go here.  I left very confused how these reviews came about.\nWe ordered cocktails, which were tasty.  We also ordered an appetizer, carpaccio.  We promptly received that and bread.  Those were both fine.  We waited what seemed like an eternity for our server to come back to our table to order.  I watched him go to every table around us a couple times while we received our appetizer, ate it, and a busser took the plate before I flagged him down so we could order.  \nMy friend ordered the lasagna, which tasted like a Wendy's cheeseburger.  Seriously, my friend said try it and tell me what fast food it tastes like.  I laughed and then tasted it to find it tasted exactly like a double stack, but 10 times the price.  I ordered the pollo salute that was described as chicken topped with marscapone, prosciutto, and a brandy mushroom sauce.  I didn't find any marscapone or prosciutto on top, but there was a mushroom sauce that reminded me of Campbell's Cream of  Mushroom soup.  I was certain they followed the recipe on the can.  I had a side of penne pasta covered in the bland marinara and vegetables.  The vegetables were good.  I didn't really understand the pasta in marinara since the chicken had a sauce already on it.  Why the two completely different sauces?\nI asked for more bread to fill myself up because I didn't want to finish my food and it was taken away after I ate one piece.  It was terrible service and since I used a restaurant.com gift certificate, gratuity was automatically added on.  The food was terrible.  How did it get all these great reviews?  It was like one of our exes was the chef that night and wanted us to have the worst meal ever.  I don't know how else to explain the the huge difference between what we experienced and what has been written on Yelp.
So I would like to give it",2 stars,1 star|||2 stars|||3 stars|||4 stars|||5 stars,yelp,25972.0
"Read the bio below and try to give details on william j. collins
's: 
 
- death date 
  
- name 
  
- death place 
  
- nationality 
  
- birth place 
  
- birth date 
   

Bio: william j. collins -lrb- 1896 -- 1981 -rrb- was a 20th-century catholic priest who served as the ninth president of st. ambrose college in davenport , iowa from 1956 to 1963 .","- death date is 1981



- name is rt. rev. msgr. william j. collins



- death place is davenport , iowa , usa



- nationality is american



- birth place is millersburg , iowa , usa



- birth date is 1896",,wiki_bio,31654.0
"""Junior"" Laemmle persuaded his father to bring Universal up to date. He bought and built theaters, converted the studio to sound production, and made several forays into high-quality production. His early efforts included the critically mauled part-talkie version of Edna Ferber's novel Show Boat (1929), the lavish musical Broadway (1929) which included Technicolor sequences; and the first all-color musical feature (for Universal), King of Jazz (1930). The more serious All Quiet on the Western Front (1930), won its year's Best Picture Oscar.

From the above passage, a reasonable question with ""King of Jazz"" as the answer would be:",What all-color musical did Universal make in 1930?,,squad,13476.0
"Based on the following passage, does the winner of the champions league automatically qualify? 2018–19 UEFA Champions League -- The final will be played at the Wanda Metropolitano in Madrid, Spain. The winners of the 2018--19 UEFA Champions League will earn the right to play against the winners of the 2018--19 UEFA Europa League in the 2019 UEFA Super Cup. They will also automatically qualify for the 2019--20 UEFA Champions League group stage, and if they have already qualified through their league performance, the berth reserved will be given to the champions of the 2018--19 Austrian Bundesliga, the 11th-ranked association according to next season's access list.",Yes,No|||Yes,boolq,3057.0
"What would be the ★-rating of this review (★ being the lowest and ★★★★★ being the highest)? ""cara cara menggunakan nya gimana?""",★,★|||★★|||★★★|||★★★★|||★★★★★,app_reviews,43399.0
"Then he leaned over to scoop an arm under the torso , hoisted the body to his shoulder and stood up with a grunt . He glanced at Rin . "" I need to take him a ways downriver so I do n't freak out the horses . This is gon na take a couple trips , considering how many bits he 's in .
Why is the narrator trying to drag that body to the river ?
A. The narrator is trying to conceal a dead body .
B. The narrator is trying to conceal a party .
C. The narrator is trying to conceal a pal .
D. The narrator is trying to conceal an old friend .",A,A|||B|||C|||D,cosmos_qa,7935.0
"(Financial Times) -- Two Russian billionaires have clashed publicly over corporate governance at the world's largest aluminium company, after Viktor Vekselberg said United Company Rusal was in ""deep crisis"" because of bad management and a heavy debt load. Mr Vekselberg resigned as Rusal's chairman on Monday night, saying it had been transformed from ""a world leader in the aluminium industry into a company overburdened by debt and involved in a huge number of legal battles and social conflicts"". Oleg Deripaska, Rusal's controlling shareholder and chief executive, hit back at Mr Vekselberg on Tuesday. ""There is no crisis, either deep or shallow. There is a difficult situation on the market which determines the economic results,"" he said, adding that Rusal would replace him with an independent chairman.

- 
Two Russian billionaires clash on governance at the world's largest aluminium company,

- 
Viktor Vekselberg said Rusal was in ""deep crisis"" because of bad management

- 
Oleg Deripaska, Rusal's chief executive, said 'there is no crisis'","- The deal, made at a big premium to the market price at the time, would have allowed Rusal to pay off its $11.4bn debt burden and begin paying dividends to shareholders.","- The deal, made at a big premium to the market price at the time, would have allowed Viktor Vekselberg to pay off its $11.4bn debt burden and begin paying dividends to shareholders.|||- The deal, made at a big premium to the market price at the time, would have allowed United Company Rusal to pay off its $11.4bn debt burden and begin paying dividends to shareholders.|||- The deal, made at a big premium to the market price at the time, would have allowed Oleg Deripaska to pay off its $11.4bn debt burden and begin paying dividends to shareholders.|||- The deal, made at a big premium to the market price at the time, would have allowed Financial Times to pay off its $11.4bn debt burden and begin paying dividends to shareholders.|||- The deal, made at a big premium to the market price at the time, would have allowed Russian to pay off its $11.4bn debt burden and begin paying dividends to shareholders.|||- The deal, made at a big premium to the market price at the time, would have allowed Vekselberg to pay off its $11.4bn debt burden and begin paying dividends to shareholders.|||- The deal, made at a big premium to the market price at the time, would have allowed Rusal to pay off its $11.4bn debt burden and begin paying dividends to shareholders.",record,25667.0
"Freezing point is best represented by

A -> water falls

B -> flowing rivers

C -> glass of water

D -> static ice sculpture

Is the right answer A, B, C or D ?",D,A|||B|||C|||D,openbookqa,3072.0
"I have a test where I am given the following article, what is an answer for the question: What is the first name of the person who realized the colony could survive only with help from the French settlements in Illinois Country? ?

The French colonization of Texas began with the establishment of a fort in present-day southeastern Texas. It was established in 1685 near Arenosa Creek and Matagorda Bay by explorer Robert Cavelier de La Salle. He intended to found the colony at the mouth of the Mississippi River, but inaccurate maps and navigational errors caused his ships to anchor instead 400 miles (640 km) to the west, off the coast of Texas. The colony survived until 1688. The present-day town of Inez is near the fort's site.
The colony faced numerous difficulties during its brief existence, including Native American raids, epidemics, and harsh conditions. From that base, La Salle led several expeditions to find the Mississippi River. These did not succeed, but La Salle did explore much of the Rio Grande and parts of east Texas. During one of his absences in 1686, the colony's last ship was wrecked, leaving the colonists unable to obtain resources from the French colonies of the Caribbean. As conditions deteriorated, La Salle realized the colony could survive only with help from the French settlements in Illinois Country to the north, along the Mississippi and Illinois Rivers. His last expedition ended along the Brazos River in early 1687, when La Salle and five of his men were murdered during a mutiny.
Although a handful of men reached Illinois Country, help never made it to the fort. Most of the remaining members of the colony were killed during a Karankawa raid in late 1688, four children survived after being adopted as captives. Although the colony lasted only three years, it established France's claim to possession of the region that is now Texas. The United States later claimed, unsuccessfully, this region as part of the Louisiana Purchase because of the early French colony.
Spain learned of La Salle's mission in 1686. Concerned that the French colony could threaten Spain's control over the Viceroyalty of New Spain and the unsettled southeastern region of North America, the Crown funded multiple expeditions to locate and eliminate...",Robert,,quoref,16417.0
"Dialogue:

M: Um, Mary, could you cell me how to use this cassette recorder, please?

W: OK. Well, first of all, you have to plug it into the power supply.

M: Yeah, I see.

W: Once you've done that... you don't need to switch anything on.

M: How do you open it?

W: Well, you have to press the little button that says eject.

M: This one here?

W: That's right. That's it.

M: Like that?

W: Yeah. After you've clone that, then you load the cassette. Make sure that you've got the right side of the tape facing you and not away from you. Then you should close the cassette flap.

M: Like that?

W: Yeah, that's right. And then you must remember to press the play button to set it to work.

M: That one on the right?

W: Yes, that's it.

M: Like that?

W: Right! It won't go clown unless you push hard.

M: I know. Those old models are all like that.

W: That's just what you must do.

M: Yes. But how about this red thing here?

W: That's the record switch. Be careful not to press it when you're playing, because if you do you'll wipe off whatever is on the tape.

M: Oh, I see. So that's the record and this is the rewind.

W: Exactly. If you want to rewind, then you have to press it down.

M: And then stop it here.

W: That's it. You've got it.

Question: What must you make sure when you load the cassette? 

- That you open the recorder.

- That you get the power supply.

- That you get the right side of the tape facing you.",That you get the right side of the tape facing you.,That you open the recorder.|||That you get the power supply.|||That you get the right side of the tape facing you.,dream,329.0
"Recently the news broke that Microsoft are acquiring GitHub. Effusive opinions flowed from all directions: some saw the acquisition as a sensible fit for Microsoft to better support developers, and some saw it as a tyrant getting their grubby fingers on open source’s ecosystem.
I am thrilled for Microsoft and GitHub for many reasons, and there will be a bright future ahead because of it, but I have been thinking more about the reaction some of the critics have had to this, and why.
I find it fascinating that there still seems to be a deep-seated discomfort in some about Microsoft and their involvement in open source. I understand that this is for historical reasons, and many moons ago Microsoft were definitely on the offensive against open source. I too was critical of Microsoft and their approach back in those days. I may have even said ‘M$’ instead of ‘MS’ (ugh.)
Things have changed though. Satya Nadella, their CEO, has had a profound impact on the company: they are a significant investor and participant in open source across a multitude of open source projects, they hire many open source developers, run their own open source projects (e.g. VSCode), and actively sponsor and support many open source conferences, events, and initiatives. I know many people who work at Microsoft and they love the company and their work there. These are not microserfs: they are people like you and me.
Things have changed, and I have literally never drunk Kool-aid; this or any other type. Are they perfect? No, but they don’t claim to be. But is the Microsoft of today a radically different company to the Microsoft of the late nineties. No doubt.
Still though, this cynicism exists in some. Some see them as a trojan horse and ask if we can really trust them?
A little while ago I had a discussion with someone who was grumbling about Microsoft. After poking around his opinion, what shook out was that his real issue was not with Microsoft’s open source work (he was supportive of this), but it was with the fact that they still produce...
What did Microsoft do?
Pick the correct answer from the following options:

A. not enough information

B. changed the way they view open source

C. changed the logo on their software

D. changed the cost of proprietary software",B,A|||B|||C|||D,quail,5486.0
i am still feeling the positive effects of my visit with therapist and i feel very confident in her abilities and connections to psychologists with the necessary dr. What is the emotion expressed in this message?,joy,sadness|||joy|||love|||anger|||fear|||surprise,emotion,6622.0
"Ignoring the order of the concepts: take, rifle, aim; 
Generate a sentence with all the concepts :",He loads his rifle and takes aim.,,common_gen,15058.0
"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. King's College Aberdeen -  King's College in Old Aberdeen Scotland the full title of which is The University and King's College of Aberdeen (Collegium Regium Abredonense) is a formerly independent university founded in 1495 and an integral part of the University of Aberdeen.",Educational Institution,Company|||Educational Institution|||Artist|||Athlete|||Office Holder|||Mean Of Transportation|||Building|||Natural Place|||Village|||Animal|||Plant|||Album|||Film|||Written Work,dbpedia,43489.0
"PAUL Reynolds doodled idly on a bar napkin as he sipped at his margarita. All around him tourists of every size and shape were donning paper pirate hats and plastic eye patches. They were part of a relatively new Key West tradition called the Booty Hunt - a glorified bar crawl where participants followed a ""treasure map"" that led them from bar to bar, with occasional stops in private homes, and where the chief treasure to be found was the pleasure of being surrounded by fellow drunks and saying ""Arrrr"" a lot. Paul had participated a few times himself and was kind of embarrassed at how much fun it was. His pen drew a rough sketch of the crowd, although in his version they were actual pirates, in full dress with real swords and pistols and parrots.
He took another sip and glanced around the bar, wondering where his drinking companion had gotten to. It was still early - just an hour or so after sunset, and Crooked Pete's was only half full. Located on Simonton, a block off the tourist-choked sidewalks of Duval Street, the bar hadn't hit its stride for the evening yet. The real crowd and the regulars would come later, once they had gotten a bite to eat and were ready for some serious, cheap drinking.
He saw his friend Sandee emerge - finally - from the bathroom, smiling at Paul from across the bar while maneuvering through the gaggle of barhopping buccaneers. Thick, cascading black curls complemented Sandee's black sequined mini-dress that clung to every slim curve and emphasized shapely breasts. Sandee winked at one of the tourists, blowing the man a kiss as he ogled in naked admiration.
""Did you miss me?"" Sandee asked, sitting down beside Paul.
""Of course,"" Paul replied, sliding another margarita to Sandee. ""But your drink missed you more. All your ice is melting.""
""Oh, the poor darlings,"" Sandee cooed, licking the salt on the rim suggestively before taking a long swallow that emptied a third of the contents.
What did Sandy drink?

A. something hot

B. something salty

C. something spicy

D. not enough information",B,A|||B|||C|||D,quail,2371.0
The following movie review expresses what sentiment? what we get . . . is caddyshack crossed with the loyal order of raccoons .,negative,negative|||positive,rotten_tomatoes,4760.0
"Shown in the Figure below is a cylinder of gas on the left that is at room temperature (300 K). On the right, the cylinder has been heated until the Kelvin temperature has doubled to 600 K. The kinetic energy of the gas molecules increases, so collisions with the walls of the container are now more forceful than they were before. As a result, the pressure of the gas doubles. Decreasing the temperature would have the opposite effect, and the pressure of an enclosed gas would decrease.

Nicholas works in pest control, and needs to have a steady supply of nitrogen gas for his tools. He always keeps a 
closed container of nitrogen gas in his freezer, where the temperature is very low.  Nicholas's neighbor, Justin, likes to grill in his backyard. Justin, therefore, always keeps a closed container of propane gas outside, where the temperature is high.

Molecules of which gas will have lower kinetic energy?",nitrogen gas,,ropes,1206.0
Who is neil patrick harris dating?,David Burtka,,webquestions,3092.0
